01/01/2004,51.02423924,ND,34.3137748,ND,47.21711154,ND,56.911,ND,53.318,ND,63.99,ND,
01/02/2020,47.15525282,-0.554932412,37.56712178,-1.248079037,43.93324408,-0.305682848,49.185,-0.725,49.909,-0.838,55.736,0.28,
01/03/2020,44.14321439,-3.012038431,31.87558857,-5.691533209,39.88271387,-4.050530212,46.562,-2.623,49.274,-0.635,53.61,-2.126,
01/04/2020,36.82493322,-7.318281171,18.72780053,-13.14778805,30.94156096,-8.941152913,42.662,-3.9,40.798,-8.476,51,-2.61,
01/05/2020,34.99259656,-1.832336655,16.8866671,-1.841133423,27.61772985,-3.323831109,42.33,-0.332,37.009,-3.789,50.728,-0.272,
01/06/2020,37.79138658,2.79879002,19.09191728,2.205250173,28.8971214,1.279391557,47.124,4.794,37.627,0.618,55.505,4.777,
01/07/2020,39.11437808,1.322991496,21.886993,2.795075727,30.4872271,1.590105701,48.683,1.559,39.825,2.198,55.929,0.424,
01/08/2020,39.48240155,0.368023473,22.62814732,0.741154314,30.12520581,-0.362021291,48.101,-0.582,38.923,-0.902,55.621,-0.308,
01/09/2020,41.00979071,1.527389158,24.67526872,2.047121402,32.55569506,2.430489246,50.131,2.03,41.428,2.505,56.735,1.114,
01/10/2020,41.83315631,0.823365597,25.47252298,0.797254259,33.09302738,0.53733232,50.389,0.258,43.006,1.578,57.562,0.827,
01/11/2020,42.34905153,0.515895224,26.84052666,1.36800368,33.73392438,0.640897,50.146,-0.243,43.116,0.11,57.664,0.102,
01/12/2020,43.1032584,0.754206873,27.11242728,0.271900621,34.38683872,0.652914336,51.455,1.309,44.408,1.292,58.161,0.497,
01/01/2021,43.74652867,0.643270269,26.6368561,-0.475571176,36.01484968,1.628010969,52.837,1.382,45.28,0.872,58.672,0.511,
01/02/2021,44.51187921,0.765350536,27.55703185,0.920175749,37.1308955,1.116045815,53.835,0.998,45.72,0.44,59.028,0.356,
01/03/2021,45.72734825,1.215469046,29.09328121,1.536249361,39.86403241,2.733136913,53.637,-0.198,47.192,1.472,58.749,-0.279,
01/04/2021,48.44030921,2.712960956,32.42217219,3.32889098,44.05116067,4.187128256,54.008,0.371,51.762,4.57,59.962,1.213,
01/05/2021,50.05656242,1.616253212,35.22912094,2.806948751,46.76598821,2.714827541,54.807,0.799,52.927,1.165,60.149,0.187,
01/06/2021,51.74243613,1.68587371,37.6617191,2.432598155,49.86604513,3.100056922,55.842,1.035,54.141,1.214,60.497,0.348,
01/07/2021,51.79693994,0.054503806,38.95621172,1.294492617,49.96399767,0.097952538,55.835,-0.007,54.085,-0.056,60.95,0.453,
01/08/2021,51.53078455,-0.26615539,37.39004937,-1.566162345,49.46763168,-0.49636599,55.256,-0.579,53.627,-0.458,60.058,-0.892,
01/09/2021,51.45473472,-0.076049825,37.08050257,-0.309546802,50.58570787,1.118076189,55.794,0.538,54.036,0.409,60.134,0.076,
01/10/2021,51.97404121,0.519306489,39.41287506,2.332372487,50.45392991,-0.131777957,55.994,0.2,54.185,0.149,60.233,0.099,
01/11/2021,52.67135817,0.697316961,39.40019692,-0.012678132,51.39348536,0.939555444,57.126,1.132,54.661,0.476,60.848,0.615,
01/12/2021,52.50742564,-0.163932538,39.83450284,0.434305917,50.81708903,-0.576396323,56.489,-0.637,55.095,0.434,60.537,-0.311,
